s/n,epi_week,state,year,cases,deaths,cfr,suspected_cases,confirmed_cases,rainfall_mm,temperature_c,humidity_pct,rainfall_anomaly_mm,rainfall_zscore,heavy_rain_flag,extreme_rain_flag,rolling_4_rainfall_mm,reliefweb_flood_reports,basic_water_pct,safely_managed_water_pct,basic_sanitation_pct,safely_managed_sanitation_pct,open_defecation_pct,idp_population,returnee_population,displacement_round,displacement_data_age_days,health_facility_count,hospital_count,phc_count,epi_week_label,epi_week_start,epi_week_end,period_weeks,state_code,report_gap_weeks,date,month,quarter,rainy_season,lag_1_cases,lag_2_cases,lag_4_cases,lag_8_cases,lag_1_deaths,lag_1_cfr,lag_2_deaths,lag_2_cfr,lag_4_deaths,lag_4_cfr,rolling_4_cases,rolling_8_cases,rolling_4_deaths,rolling_4_cfr,risk_threshold_basis,risk_low_threshold,risk_high_threshold,risk_level
476,37,Kebbi,2021,22,2,0.0909,22,,51.42,26.124285714285715,86.05571428571429,2.0720000000000027,0.1559381879205327,0,0,352.6,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,37,37,37,1,21,1,2021-09-13,9,3,1,2.0,17.0,325.0,,0.0,0.0,1.0,0.0588,14.0,0.0431,86.75,76.4,3.75,0.025474999999999998,iqr_trimmed_quantiles,9.0,30.0,Medium
465,38,Kebbi,2021,22,0,0.0,22,,8.870000000000001,27.085714285714285,79.58285714285715,-20.152,-0.9616361616108192,0,0,250.73,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,38,38,38,1,21,0,2021-09-20,9,3,1,22.0,2.0,3.0,,2.0,0.0909,0.0,0.0,0.0,0.0,11.0,67.33333333333333,0.75,0.037425,iqr_trimmed_quantiles,9.0,30.0,Medium
450,39,Kebbi,2021,26,1,0.0385,26,,54.0,27.28857142857143,79.10571428571428,16.016,1.4871583347320214,0,0,269.35,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,39,39,39,1,21,0,2021-09-27,9,3,1,22.0,22.0,17.0,,0.0,0.0,2.0,0.0909,1.0,0.0588,15.75,60.857142857142854,0.75,0.037425,iqr_trimmed_quantiles,9.0,30.0,Medium
416,43,Kebbi,2021,20,0,0.0,20,,1.58,25.4,70.87142857142858,-5.811999999999999,-0.3711196143181225,0,0,20.06,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,43,43,43,1,21,3,2021-10-25,10,4,1,26.0,22.0,2.0,35.0,1.0,0.0385,0.0,0.0,0.0,0.0,18.0,56.5,0.75,0.032350000000000004,iqr_trimmed_quantiles,9.0,30.0,Medium
407,44,Kebbi,2021,20,0,0.0,20,,0.0,24.232857142857146,70.21142857142857,0.0,0.0,0,0,11.83,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,44,44,44,1,21,0,2021-11-01,11,4,0,20.0,26.0,22.0,325.0,0.0,0.0,1.0,0.0385,2.0,0.0909,22.5,54.625,0.75,0.032350000000000004,iqr_trimmed_quantiles,9.0,30.0,Medium
397,46,Kebbi,2021,2,0,0.0,2,,0.0,24.74285714285714,59.52285714285714,-0.002,-0.4472135954999579,0,0,1.58,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,46,46,46,1,21,1,2021-11-15,11,4,0,20.0,20.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.5,0.25,0.009625,iqr_trimmed_quantiles,9.0,30.0,Low
335,17,Kebbi,2022,53,0,0.0,53,,4.3500000000000005,27.499579831932774,31.45319327731093,-1.107235294117647,0.025952704172143164,0,0,0.87,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1207.0,27.0,1142.0,01-17,1,17,17,21,0,2022-04-25,4,2,1,2.0,20.0,26.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0385,17.0,16.375,0.25,0.009625,iqr_trimmed_quantiles,9.0,30.0,High
303,30,Kebbi,2022,1,0,0.0,1,,134.48000000000002,27.46964285714286,74.88285714285715,-62.18900000000001,-0.38669261528015975,0,0,140.34,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1207.0,27.0,1142.0,27-30,27,30,4,21,9,2022-07-25,7,3,1,53.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,20.875,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
286,35,Kebbi,2022,1,0,0.0,1,,332.91,25.811714285714288,84.458,4.921200000000002,0.07080789863308427,1,1,228.63600000000002,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1207.0,27.0,1142.0,31-35,31,35,5,21,0,2022-08-29,8,3,1,1.0,53.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.75,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
180,47,Kebbi,2023,23,2,0.087,23,,1.56,27.546428571428574,43.18928571428572,0.312,0.8944271909999159,0,0,3.9750000000000143,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1207.0,27.0,1142.0,44-47,44,47,4,21,0,2023-11-20,11,4,0,1.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,18.125,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
14,4,Kebbi,2025,5,0,0.0,5,,0.0,23.5825,35.166785714285716,-0.00125,-0.10206207261596577,0,0,0.0,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1207.0,27.0,1142.0,1-4,1,4,4,21,0,2025-01-20,1,1,0,23.0,1.0,53.0,26.0,2.0,0.087,0.0,0.0,0.0,0.0,19.5,18.25,0.5,0.02175,iqr_trimmed_quantiles,9.0,30.0,Low
40,9,Kebbi,2025,6,0,0.0,6,,0.0,27.295,21.402499999999996,0.0,0.0,0,0,0.0,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1207.0,27.0,1142.0,6-9,6,9,4,21,1,2025-02-24,2,1,0,5.0,23.0,1.0,20.0,0.0,0.0,2.0,0.087,0.0,0.0,7.5,15.625,0.5,0.02175,iqr_trimmed_quantiles,9.0,30.0,Low
601,12,Kogi,2021,12,4,0.3333,12,,43.27,26.864642857142854,66.17261904761905,-4.959333333333333,-0.4120596251422299,0,0,8.856666666666667,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1644.0,22.0,1517.0,1-12,1,12,12,22,0,2021-03-22,3,1,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Medium
169,52,Kogi,2023,2,0,0.0,2,,0.0,24.577142857142857,56.39571428571429,-54.85600000000001,-0.4472339774026883,0,0,0.02,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1644.0,22.0,1517.0,52,52,52,1,22,0,2023-12-25,12,4,0,12.0,,,,4.0,0.3333,,,,,12.0,12.0,4.0,0.3333,iqr_trimmed_quantiles,9.0,30.0,Low
139,26,Kogi,2024,1,0,0.0,1,,32.45,25.91857142857143,85.87714285714286,-22.553999999999995,-1.0340659678368131,0,0,138.94,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1644.0,22.0,1517.0,26,26,26,1,22,0,2024-06-24,6,2,1,2.0,12.0,,,0.0,0.0,4.0,0.3333,,,7.0,7.0,2.0,0.16665,iqr_trimmed_quantiles,9.0,30.0,Low
134,27,Kogi,2024,2,0,0.0,2,,21.91,26.0,85.23714285714286,-30.348000000000003,-1.2426185729695722,0,0,128.08,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1644.0,22.0,1517.0,27,27,27,1,22,0,2024-07-01,7,3,1,1.0,2.0,,,0.0,0.0,0.0,0.0,,,5.0,5.0,1.3333333333333333,0.11109999999999999,iqr_trimmed_quantiles,9.0,30.0,Low
129,28,Kogi,2024,2,0,0.0,2,,11.72,26.06714285714286,84.07000000000001,-16.183999999999997,-0.9667772918427568,0,0,98.51,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1644.0,22.0,1517.0,28,28,28,1,22,0,2024-07-08,7,3,1,2.0,1.0,12.0,,0.0,0.0,0.0,0.0,4.0,0.3333,4.25,4.25,1.0,0.083325,iqr_trimmed_quantiles,9.0,30.0,Low
120,29,Kogi,2024,5,0,0.0,5,,82.44,25.875714285714285,86.96285714285715,35.18,1.297627890276141,1,1,148.51999999999998,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1644.0,22.0,1517.0,29,29,29,1,22,0,2024-07-15,7,3,1,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.8,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
118,30,Kogi,2024,2,0,0.0,2,,22.49,25.88142857142857,84.91285714285713,-21.858,-0.9008929912391272,0,0,138.56,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1644.0,22.0,1517.0,30,30,30,1,22,0,2024-07-22,7,3,1,5.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
41,9,Kogi,2025,12,0,0.0,12,,58.160000000000004,29.732142857142858,56.64928571428571,4.674500000000001,0.14526030767210807,0,0,16.2625,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1644.0,22.0,1517.0,6-9,6,9,4,22,0,2025-02-24,2,1,0,2.0,5.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.7142857142857144,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
577,27,Kwara,2021,14,0,0.0,14,,8.11,25.732857142857146,79.22428571428573,-33.388000000000005,-0.7872116977117422,0,0,137.97,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1097.0,22.0,926.0,27,27,27,1,23,0,2021-07-05,7,3,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Medium
482,37,Kwara,2021,5,2,0.4,5,,39.79,25.16142857142857,86.76714285714286,-4.0560000000000045,-0.396582263668351,0,0,204.17,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1097.0,22.0,926.0,37,37,37,1,23,9,2021-09-13,9,3,1,14.0,,,,0.0,0.0,,,,,14.0,14.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
364,50,Kwara,2021,15,1,0.0667,15,,26.77,22.99,66.24714285714286,21.354,1.7887412931023725,0,0,27.78,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1097.0,22.0,926.0,50,50,50,1,23,12,2021-12-13,12,4,0,5.0,14.0,,,2.0,0.4,0.0,0.0,,,9.5,9.5,1.0,0.2,iqr_trimmed_quantiles,9.0,30.0,Medium
355,51,Kwara,2021,1,0,0.0,1,,0.0,23.43285714285714,63.631428571428565,-0.1,-0.447213595499958,0,0,27.37,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1097.0,22.0,926.0,51,51,51,1,23,0,2021-12-20,12,4,0,15.0,5.0,,,1.0,0.0667,2.0,0.4,,,11.333333333333334,11.333333333333334,1.0,0.15556666666666666,iqr_trimmed_quantiles,9.0,30.0,Low
340,17,Kwara,2022,30,0,0.0,30,,118.34,26.483613445378154,61.63689075630253,2.523333333333333,0.42261923575610677,0,0,25.231764705882355,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1097.0,22.0,926.0,01-17,1,17,17,23,0,2022-04-25,4,2,1,1.0,15.0,14.0,,0.0,0.0,1.0,0.0667,0.0,0.0,8.75,8.75,0.75,0.116675,iqr_trimmed_quantiles,9.0,30.0,High
157,22,Kwara,2024,1,0,0.0,1,,17.89,28.395714285714288,75.05285714285715,-14.515999999999998,-0.6552187356506377,0,0,99.05999999999996,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1097.0,22.0,926.0,22,22,22,1,23,0,2024-05-27,5,2,1,30.0,1.0,5.0,,0.0,0.0,0.0,0.0,2.0,0.4,12.75,13.0,0.75,0.116675,iqr_trimmed_quantiles,9.0,30.0,Low
104,32,Kwara,2024,1,0,0.0,1,,2.35,27.057142857142857,73.56428571428572,-35.456,-1.2007127131903046,0,0,100.99999999999996,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1097.0,22.0,926.0,32,32,32,1,23,9,2024-08-05,8,3,1,1.0,30.0,15.0,,0.0,0.0,0.0,0.0,1.0,0.0667,11.75,11.0,0.25,0.016675,iqr_trimmed_quantiles,9.0,30.0,Low
406,45,Lagos,2021,3,0,0.0,3,,117.38,26.94142857142857,87.85857142857142,70.22999999999999,1.666782880132785,1,1,257.94,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2798.0,117.0,2161.0,45,45,45,1,24,0,2021-11-08,11,4,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
401,46,Lagos,2021,3,2,0.6667,3,,14.15,27.18857142857143,86.55,3.626,0.63995491111216,0,0,235.13,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2798.0,117.0,2161.0,46,46,46,1,24,0,2021-11-15,11,4,0,3.0,,,,0.0,0.0,,,,,3.0,3.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
384,48,Lagos,2021,1,0,0.0,1,,0.59,27.358571428571427,84.63857142857144,-13.174,-0.6046821857739342,0,0,146.01000000000002,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2798.0,117.0,2161.0,48,48,48,1,24,1,2021-11-29,11,4,0,3.0,3.0,,,2.0,0.6667,0.0,0.0,,,3.0,3.0,1.0,0.33335,iqr_trimmed_quantiles,9.0,30.0,Low
374,49,Lagos,2021,3,0,0.0,3,,0.08,27.69428571428572,82.37857142857142,-3.84,-0.558379940190174,0,0,28.71,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2798.0,117.0,2161.0,49,49,49,1,24,0,2021-12-06,12,4,0,1.0,3.0,,,0.0,0.0,2.0,0.6667,,,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.2222333333333333,iqr_trimmed_quantiles,9.0,30.0,Low
363,50,Lagos,2021,13,1,0.0769,13,,0.63,27.02,78.15428571428572,-2.144,-0.3988895543820548,0,0,15.19,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2798.0,117.0,2161.0,50,50,50,1,24,0,2021-12-13,12,4,0,3.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.5,0.166675,iqr_trimmed_quantiles,9.0,30.0,Medium
352,51,Lagos,2021,38,0,0.0,38,,0.0,26.31,76.81142857142856,-4.555999999999999,-0.4491828170170091,0,0,1.2999999999999998,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2798.0,117.0,2161.0,51,51,51,1,24,0,2021-12-20,12,4,0,13.0,3.0,3.0,,1.0,0.0769,0.0,0.0,2.0,0.6667,5.0,4.6,0.75,0.18589999999999998,iqr_trimmed_quantiles,9.0,30.0,High
346,52,Lagos,2021,9,0,0.0,9,,16.6,26.92,79.83714285714287,13.136,1.7873030268358825,0,0,17.310000000000002,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2798.0,117.0,2161.0,52,52,52,1,24,0,2021-12-27,12,4,0,38.0,13.0,1.0,,0.0,0.0,1.0,0.0769,0.0,0.0,13.75,10.166666666666666,0.25,0.019225,iqr_trimmed_quantiles,9.0,30.0,Medium
338,17,Lagos,2022,33,1,0.0303,33,,272.75,27.132016806722692,82.38495798319326,-0.31596078431372565,-0.02292141889301179,0,0,45.27588235294118,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2798.0,117.0,2161.0,01-17,1,17,17,24,0,2022-04-25,4,2,1,9.0,38.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.75,10.0,0.25,0.019225,iqr_trimmed_quantiles,9.0,30.0,High
152,23,Lagos,2024,99,3,0.0303,99,,51.08,27.282857142857143,88.34714285714287,-20.50000000000001,-0.4658592170451,0,0,192.95000000000005,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,23,23,23,1,24,0,2024-06-03,6,2,1,33.0,9.0,13.0,3.0,1.0,0.0303,0.0,0.0,1.0,0.0769,23.25,12.875,0.5,0.026799999999999997,iqr_trimmed_quantiles,9.0,30.0,High
145,24,Lagos,2024,330,19,0.0576,330,,55.65,26.98428571428571,88.0942857142857,-15.43200000000001,-0.5131718755502556,0,0,219.42000000000004,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,24,24,24,1,24,0,2024-06-10,6,2,1,99.0,33.0,38.0,3.0,3.0,0.0303,1.0,0.0303,0.0,0.0,44.75,24.875,1.0,0.01515,iqr_trimmed_quantiles,9.0,30.0,High
142,25,Lagos,2024,104,6,0.0577,104,,29.34,26.97714285714286,87.30857142857143,-24.765999999999995,-1.4141930374567384,0,0,157.33000000000004,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,25,25,25,1,24,0,2024-06-17,6,2,1,330.0,99.0,9.0,1.0,19.0,0.0576,3.0,0.0303,0.0,0.0,117.75,65.75,5.75,0.02955,iqr_trimmed_quantiles,9.0,30.0,High
140,26,Lagos,2024,186,4,0.0215,186,,132.4,26.61285714285714,87.91285714285713,63.194,1.6828240574859796,1,1,268.47,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,26,26,26,1,24,0,2024-06-24,6,2,1,104.0,330.0,33.0,3.0,6.0,0.0577,19.0,0.0576,1.0,0.0303,141.5,78.625,7.25,0.043975,iqr_trimmed_quantiles,9.0,30.0,High
135,27,Lagos,2024,102,2,0.0196,102,,76.83,26.231428571428573,88.93571428571428,19.51399999999999,0.911675451410092,1,0,294.22,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,27,27,27,1,24,0,2024-07-01,7,3,1,186.0,104.0,99.0,13.0,4.0,0.0215,6.0,0.0577,3.0,0.0303,179.75,101.5,8.0,0.041775,iqr_trimmed_quantiles,9.0,30.0,High
130,28,Lagos,2024,355,11,0.031,355,,20.47,25.75714285714286,89.16,-38.88,-0.6221458892364331,0,0,259.04,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,28,28,28,1,24,0,2024-07-08,7,3,1,102.0,186.0,330.0,38.0,2.0,0.0196,4.0,0.0215,19.0,0.0576,180.5,112.625,7.75,0.039099999999999996,iqr_trimmed_quantiles,9.0,30.0,High
121,29,Lagos,2024,162,3,0.0185,162,,13.9,25.535714285714285,88.96428571428571,-16.956000000000003,-0.5867484635685748,0,0,243.6,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,29,29,29,1,24,0,2024-07-15,7,3,1,355.0,102.0,104.0,9.0,11.0,0.031,2.0,0.0196,6.0,0.0577,186.75,152.25,5.75,0.03245,iqr_trimmed_quantiles,9.0,30.0,High
113,30,Lagos,2024,101,1,0.0099,101,,3.44,25.481428571428573,87.89428571428572,-18.87,-0.8774564340611266,0,0,114.64000000000004,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,30,30,30,1,24,0,2024-07-22,7,3,1,162.0,355.0,186.0,33.0,3.0,0.0185,11.0,0.031,4.0,0.0215,201.25,171.375,5.0,0.02265,iqr_trimmed_quantiles,9.0,30.0,High
111,31,Lagos,2024,48,1,0.0208,48,,8.14,25.424285714285716,87.03857142857143,-14.064,-0.7461886557714027,0,0,45.95000000000003,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,31,31,31,1,24,0,2024-07-29,7,3,1,101.0,162.0,102.0,99.0,1.0,0.0099,3.0,0.0185,2.0,0.0196,180.0,179.875,4.25,0.019749999999999997,iqr_trimmed_quantiles,9.0,30.0,High
105,32,Lagos,2024,117,1,0.0085,117,,0.81,25.395714285714284,85.65714285714286,-25.184,-1.2191272071976456,0,0,26.290000000000028,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,32,32,32,1,24,0,2024-08-05,8,3,1,48.0,101.0,355.0,330.0,1.0,0.0208,1.0,0.0099,11.0,0.031,166.5,173.5,4.0,0.02005,iqr_trimmed_quantiles,9.0,30.0,High
98,33,Lagos,2024,73,1,0.0137,73,,1.53,25.50714285714286,87.50285714285714,-31.738,-0.9843725447214998,0,0,13.920000000000028,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,33,33,33,1,24,0,2024-08-12,8,3,1,117.0,48.0,162.0,104.0,1.0,0.0085,1.0,0.0208,3.0,0.0185,107.0,146.875,1.5,0.014425,iqr_trimmed_quantiles,9.0,30.0,High
95,34,Lagos,2024,89,0,0.0,89,,60.54,25.34857142857143,90.58285714285716,16.546,0.644558754602378,0,0,71.02000000000002,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,34,34,34,1,24,0,2024-08-19,8,3,1,73.0,117.0,101.0,186.0,1.0,0.0137,1.0,0.0085,1.0,0.0099,84.75,143.0,1.0,0.013225,iqr_trimmed_quantiles,9.0,30.0,High
88,35,Lagos,2024,13,0,0.0,13,,21.46,25.335714285714285,90.05428571428571,-31.298,-0.8354277056645301,0,0,84.34000000000003,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,35,35,35,1,24,0,2024-08-26,8,3,1,89.0,73.0,48.0,102.0,0.0,0.0,1.0,0.0137,1.0,0.0208,81.75,130.875,0.75,0.01075,iqr_trimmed_quantiles,9.0,30.0,Medium
83,36,Lagos,2024,56,1,0.0179,56,,17.41,25.43285714285714,87.80428571428571,-21.286,-0.5955343033097502,0,0,100.94000000000004,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,36,36,36,1,24,0,2024-09-02,9,3,1,13.0,89.0,117.0,355.0,0.0,0.0,0.0,0.0,1.0,0.0085,73.0,119.75,0.5,0.00555,iqr_trimmed_quantiles,9.0,30.0,High
76,37,Lagos,2024,67,0,0.0,67,,73.37,25.722857142857144,90.60428571428572,13.814,1.320302723699731,1,0,172.78000000000003,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,37,37,37,1,24,0,2024-09-09,9,3,1,56.0,13.0,73.0,162.0,1.0,0.0179,0.0,0.0,1.0,0.0137,57.75,82.375,0.5,0.0079,iqr_trimmed_quantiles,9.0,30.0,High
66,38,Lagos,2024,1,0,0.0,1,,26.14,25.98,89.6557142857143,-44.642,-1.585462381288539,0,0,138.38000000000005,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,38,38,38,1,24,0,2024-09-16,9,3,1,67.0,56.0,89.0,101.0,0.0,0.0,1.0,0.0179,0.0,0.0,56.25,70.5,0.25,0.004475,iqr_trimmed_quantiles,9.0,30.0,Low
15,4,Lagos,2025,1,0,0.0,1,,1.9900000000000002,27.00214285714286,82.0475,-1.2573333333333334,-0.6276201899236007,0,0,0.7650000000000285,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,1-4,1,4,4,24,0,2025-01-20,1,1,0,1.0,67.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,34.25,58.0,0.25,0.004475,iqr_trimmed_quantiles,9.0,30.0,Low
28,5,Lagos,2025,1,0,0.0,1,,9.67,27.327142857142857,82.44857142857143,6.263999999999999,1.4877147633177232,0,0,11.53000000000003,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,5,5,5,1,24,0,2025-01-27,1,1,0,1.0,1.0,56.0,117.0,0.0,0.0,0.0,0.0,1.0,0.0179,31.25,52.125,0.25,0.004475,iqr_trimmed_quantiles,9.0,30.0,Low
42,9,Lagos,2025,1,0,0.0,1,,78.47,27.781071428571426,84.87857142857142,9.137,0.6506874807982963,0,0,37.18250000000003,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2798.0,117.0,2161.0,6-9,6,9,4,24,0,2025-02-24,2,1,0,1.0,1.0,67.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,37.625,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
602,12,Nasarawa,2021,114,9,0.0789,114,,49.459999999999994,28.749880952380952,36.26630952380953,-0.453166666666667,-0.20184456317078833,0,0,10.405,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,20.0,1110.0,1-12,1,12,12,25,0,2021-03-22,3,1,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
591,24,Nasarawa,2021,297,8,0.0269,297,,298.82,28.347261904761908,70.01190476190476,-9.417333333333334,0.1004123324556392,1,0,85.14416666666666,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,20.0,1110.0,13-24,13,24,12,25,0,2021-06-14,6,2,1,114.0,,,,9.0,0.0789,,,,,114.0,114.0,9.0,0.0789,iqr_trimmed_quantiles,9.0,30.0,High
549,32,Nasarawa,2021,20,1,0.05,20,,50.57,24.885714285714283,87.83571428571429,15.516000000000004,0.7679410940935618,0,0,359.71000000000004,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,20.0,1110.0,32,32,32,1,25,7,2021-08-09,8,3,1,297.0,114.0,,,8.0,0.0269,9.0,0.0789,,,205.5,205.5,8.5,0.0529,iqr_trimmed_quantiles,9.0,30.0,Medium
